Code,Name,FirstLine,Remarks,Key
15-S0102,誰是主角,在這燈飾璀璨都市中,,G
16-C0101,親愛的聖靈,親愛的聖靈,,G
16-C0102,親眼看見昂,有你我生命不一樣,,C
16-C0103,親愛取穌來,"耶穌願你降臨, 停留我內心中",,E
16-H0101,興起發光,心渴望為主發光,,D
16-J0101,靜候恩主,靜候恩主 萬念敞開,,D
16-J0102,靜候昂,愁煩苦惱 我心傷痛,BY TTK,
16-M0101,默默回望,望見星星心裡,,Am
16-P0101,憑藉恩典,,,G
16-Y0101,擁抱你,誰叫風霜 隨意擾攘,,F
17-W0101,環繞,你問我幫助從何以來 從造天地萬物主而來,,Bm
17-Y0101,應當一無掛慮,應當一無掛慮 拋開心頭的擔,,C
17-Z0101,謝謝我主,謝謝我主 願施恩治我,,C
18-F0101,翻轉地球,眼光放的更遠,,A
18-F0201,豐盛的應許,你仰瞼保守你所愛的,,F
18-G0101,舊事已過,神是我牧人 神是安慰,,D
18-G0102,舊日我失迷,舊日我失迷,,D
18-T0101,禱告,禱告,,E
18-Z0101,轉回,倘若我今天跌倒,,Ab
19-Y0101,願神興起,願神興起 使祂的仇敵四散,,C
19-Y0102,願昂平安,願主看顧您 願平安歸於您,,Bb
19-Y0103,願昂崇高,我要在萬民中稱謝昂,,
19-Y0104,願主愛圍繞你,願天父上帝的慈愛，常與您們同在,,D
20-B0101,寶貴十架,主耶穌 我感謝昂,,A
20-H0101,獻上活祭,我心切切渴慕昂主 我要緊緊跟隨你,,F
20-H0102,獻給我天上的主,在我心中有千百萬心聲,,A
21-S0101,屬靈人,,,Dm
22-F0101,歡呼主基督,歡呼主基督 歡呼以馬內利,,F
22-F0102,歡欣,歡欣 心裡感謝神,,F
22-T0101,聽啊以色列,聽啊以色列,,Em
22-T0102,聽啊天軍讚美聲,按照聖經裡所訓示,,A
24-Y0101,讓我高飛,主讓我心夢想,,G
24-Y0102,讓我靈自由,讓我靈自由 使我能敬拜昂,,G
24-Y0103,讓讚美飛揚,在這美麗的時刻,,G
24-Y0104,讓昂大能改變我,願聖靈此刻充滿我,,Am
24-Y0105,讓我親近昂,渴望能遇見你，渴望能親近你,,D
24-Y0106,讓我帶著讚頌作祭物,讓我帶著讚頌作祭物,,A
24-Y0107,讓我得見昂的榮面,我的靈安靜在昂面前,,Bb
24-Y0108,讓我,昂用重價救贖我,,F
26-Z0101,讚美之泉,從天父而來的愛和恩典,,D
26-Z0102,讚美耶和華,萬國阿 你們都當讚美耶和華,,F
26-Z0103,讚頌昂的愛,願意讚頌昂的愛,,F
E-G,Glorify the Name,,,C
E-H,Hallelujah 讚美主,Hallelujahl 來同聲歡唱,,G
E-J,Jehorah-Jireh,Jehorah-Jireh (耶和華以勒),,Em
E-S,Shalom 平安,沙龍 沙龍祂名是耶和華沙龍,,F
